id HubbleType isElliptical
521673 Sd-Irr NotElliptical
521719 Sab-Scd NotElliptical
521736 S0-Sa NotElliptical
521738 - Elliptical
521753 Sab-Scd NotElliptical
521767 - Elliptical
521768 Sab-Scd NotElliptical
521823 - Elliptical
521824 - Elliptical
521859 - Elliptical
521864 - Elliptical
521866 - Elliptical
521894 Sd-Irr NotElliptical
521896 - Elliptical
521898 Sd-Irr NotElliptical
521922 - Elliptical
521949 - Elliptical
521991 Sab-Scd NotElliptical
522016 Sd-Irr NotElliptical
522033 - Elliptical
522076 - Elliptical
522099 Sd-Irr NotElliptical
522127 Sd-Irr NotElliptical
522151 - Elliptical
522165 LBS LBS
522166 Sd-Irr NotElliptical
522224 Sd-Irr NotElliptical
527513 - Elliptical
527705 Sd-Irr NotElliptical
527964 S0-Sa NotElliptical
527985 - Elliptical
534587 Sab-Scd NotElliptical
534593 Sd-Irr NotElliptical
534599 Sd-Irr NotElliptical
534644 E Elliptical
534654 S0-Sa LBS
534656 LBS NotElliptical
534710 Sab-Scd NotElliptical
534734 Sab-Scd NotElliptical
534738 - Elliptical
534739 LBS LBS
534753 Sab-Scd NotElliptical
534755 - Elliptical
534758 - Elliptical
534759 Sd-Irr NotElliptical
534760 E Elliptical
534787 Sd-Irr NotElliptical
534832 Sd-Irr NotElliptical
534840 Sab-Scd NotElliptical
534885 Sd-Irr NotElliptical
534904 S0-Sa NotElliptical
534943 - Elliptical
534962 Sd-Irr NotElliptical
534971 - Elliptical
534974 Sd-Irr NotElliptical
534975 - LBS
534980 - Elliptical
535007 LBS NotElliptical
535014 - Elliptical
535044 Sd-Irr NotElliptical
535088 - Elliptical
535142 - Elliptical
535184 - LBS
535253 - Elliptical
535283 LBS LBS
535317 - Elliptical
535387 S0-Sa NotElliptical
535417 Sab-Scd NotElliptical
535457 - Elliptical
535462 - LBS
535641 - Elliptical
535642 - Elliptical
535667 Sab-Scd NotElliptical
535764 - Elliptical
535776 Sab-Scd NotElliptical
535790 Sd-Irr NotElliptical
535974 Sd-Irr NotElliptical
535975 LBS NotElliptical
535988 Sd-Irr NotElliptical
536005 Sab-Scd NotElliptical
536031 - Elliptical
536041 - Elliptical
536087 Sd-Irr NotElliptical
536173 LBS LBS
536231 - Elliptical
536232 - Elliptical
536233 - Elliptical
536235 - Elliptical
536237 - Elliptical
536296 - Elliptical
536363 Sab-Scd NotElliptical
536454 - Elliptical
536466 - Elliptical
536567 - Elliptical
536570 - Elliptical
536578 Sd-Irr NotElliptical
536623 Sab-Scd NotElliptical
536625 Sab-Scd NotElliptical
536626 Sd-Irr NotElliptical
536677 Sd-Irr NotElliptical
536784 Sab-Scd NotElliptical
536897 - Elliptical
536962 - Elliptical
536963 - Elliptical
536964 - Elliptical
536994 - Elliptical
537004 - Elliptical
537031 - Elliptical
537035 - Elliptical
537036 - Elliptical
537057 - Elliptical
537084 E Elliptical
537108 Sd-Irr NotElliptical
537118 Sd-Irr NotElliptical
537127 - Elliptical
537129 - Elliptical
537163 Sd-Irr NotElliptical
537171 Sd-Irr NotElliptical
537187 Sab-Scd NotElliptical
537240 Sab-Scd NotElliptical
537254 - Elliptical
537365 S0-Sa NotElliptical
537367 LBS LBS
537368 LBS LBS
537376 Sd-Irr NotElliptical
537386 Sd-Irr NotElliptical
537399 Sab-Scd NotElliptical
537417 Sd-Irr NotElliptical
537426 Sab-Scd NotElliptical
537434 LBS NotElliptical
537476 Sd-Irr NotElliptical
537483 Sd-Irr NotElliptical
543436 - Elliptical
543437 - Elliptical
543438 - Elliptical
543453 Sab-Scd NotElliptical
543455 Sd-Irr NotElliptical
543459 - LBS
543462 Sd-Irr NotElliptical
543463 E Elliptical
543476 Sd-Irr NotElliptical
543477 Sd-Irr NotElliptical
543481 Sd-Irr NotElliptical
543489 E Elliptical
543491 Sd-Irr NotElliptical
543494 Sab-Scd NotElliptical
543497 Sd-Irr NotElliptical
543499 S0-Sa NotElliptical
543500 S0-Sa NotElliptical
543501 S0-Sa NotElliptical
543510 Sd-Irr NotElliptical
543511 Sd-Irr NotElliptical
543515 Sd-Irr NotElliptical
543518 Sd-Irr NotElliptical
543522 Sd-Irr NotElliptical
543523 Sd-Irr NotElliptical
543528 Sd-Irr NotElliptical
543531 E Elliptical
543536 E Elliptical
543537 E Elliptical
543543 S0-Sa NotElliptical
543547 Sab-Scd NotElliptical
543549 Sd-Irr NotElliptical
543550 - Elliptical
543552 S0-Sa NotElliptical
543554 S0-Sa NotElliptical
543555 S0-Sa NotElliptical
543557 - LBS
543566 Sd-Irr NotElliptical
543575 Sd-Irr NotElliptical
543582 Sd-Irr NotElliptical
543584 Sd-Irr NotElliptical
543588 Sd-Irr NotElliptical
543598 - Elliptical
543599 - Elliptical
543600 LBS NotElliptical
543601 LBS NotElliptical
543602 Sd-Irr NotElliptical
543605 E Elliptical
543624 Sd-Irr NotElliptical
543626 Sd-Irr NotElliptical
543629 Sd-Irr NotElliptical
543637 Sd-Irr NotElliptical
543642 - Elliptical
543667 - LBS
543680 LBS LBS
543706 Sd-Irr NotElliptical
543715 LBS LBS
543738 Sd-Irr NotElliptical
543739 Sd-Irr LBS
543752 Sd-Irr NotElliptical
543763 Sd-Irr NotElliptical
543769 Sd-Irr NotElliptical
543770 - Elliptical
543793 LBS NotElliptical
543797 S0-Sa NotElliptical
543812 Sab-Scd NotElliptical
543854 Sd-Irr NotElliptical
543855 Sab-Scd NotElliptical
543857 E LBS
543859 Sab-Scd NotElliptical
543860 Sab-Scd NotElliptical
543861 - Elliptical
543883 Sd-Irr NotElliptical
543984 - LBS
543995 - LBS
543998 Sab-Scd NotElliptical
544027 Sab-Scd NotElliptical
544028 Sd-Irr NotElliptical
544049 - Elliptical
544084 Sd-Irr NotElliptical
544104 - Elliptical
544110 Sab-Scd NotElliptical
544126 Sd-Irr NotElliptical
544128 Sd-Irr NotElliptical
544134 Sd-Irr NotElliptical
544179 - Elliptical
544209 - Elliptical
544218 LBS NotElliptical
544246 Sd-Irr NotElliptical
544257 Sd-Irr NotElliptical
544258 S0-Sa NotElliptical
544259 E Elliptical
544277 Sd-Irr NotElliptical
544281 - Elliptical
544304 - Elliptical
544328 - Elliptical
544330 - Elliptical
544360 - Elliptical
544363 Sab-Scd NotElliptical
544364 Sab-Scd NotElliptical
544376 Sd-Irr NotElliptical
544418 LBS NotElliptical
544433 Sab-Scd NotElliptical
544471 Sab-Scd NotElliptical
544506 S0-Sa NotElliptical
544507 Sab-Scd NotElliptical
544528 Sab-Scd NotElliptical
544566 - LBS
544597 Sd-Irr NotElliptical
544648 Sd-Irr NotElliptical
544658 Sd-Irr NotElliptical
544668 Sab-Scd NotElliptical
544674 Sab-Scd NotElliptical
544697 Sd-Irr NotElliptical
544706 Sd-Irr NotElliptical
544722 Sd-Irr NotElliptical
544726 Sd-Irr LBS
544739 Sd-Irr NotElliptical
544744 Sd-Irr NotElliptical
544749 E Elliptical
544758 Sd-Irr NotElliptical
544790 Sd-Irr NotElliptical
544791 Sd-Irr NotElliptical
544793 Sd-Irr NotElliptical
544795 Sd-Irr NotElliptical
544812 Sab-Scd NotElliptical
544853 Sd-Irr NotElliptical
544891 S0-Sa NotElliptical
544892 Sd-Irr NotElliptical
544938 Sd-Irr NotElliptical
544953 Sd-Irr NotElliptical
544954 - Elliptical
544958 Sab-Scd NotElliptical
544992 Sd-Irr NotElliptical
544994 - LBS
545012 - Elliptical
545020 - Elliptical
545106 Sd-Irr NotElliptical
545116 Sab-Scd NotElliptical
545157 Sd-Irr NotElliptical
545236 Sd-Irr NotElliptical
545252 LBS LBS
545306 Sab-Scd NotElliptical
545411 Sab-Scd NotElliptical
545436 Sd-Irr NotElliptical
545454 - Elliptical
545470 Sd-Irr NotElliptical
545576 S0-Sa NotElliptical
545586 LBS NotElliptical
545632 Sd-Irr NotElliptical
545708 Sd-Irr NotElliptical
545713 - LBS
545740 Sab-Scd NotElliptical
545755 Sd-Irr NotElliptical
545809 Sab-Scd NotElliptical
545832 Sd-Irr NotElliptical
545847 Sd-Irr NotElliptical
545907 Sd-Irr NotElliptical
545917 Sd-Irr NotElliptical
545924 LBS LBS
545925 Sab-Scd NotElliptical
545930 Sd-Irr NotElliptical
545941 - LBS
545977 LBS LBS
545978 Sd-Irr NotElliptical
545980 Sd-Irr NotElliptical
545986 Sab-Scd NotElliptical
546021 E Elliptical
546026 - Elliptical
546071 Sd-Irr NotElliptical
546073 LBS LBS
546074 Sd-Irr NotElliptical
546148 Sd-Irr NotElliptical
548739 Sab-Scd NotElliptical
548784 Sd-Irr NotElliptical
548786 - Elliptical
548834 - LBS
548835 - Elliptical
548946 S0-Sa NotElliptical
548947 Sab-Scd NotElliptical
548954 - Elliptical
549023 - LBS
549070 E Elliptical
549073 E Elliptical
549098 Sd-Irr NotElliptical
549100 LBS LBS
549178 LBS LBS
549180 Sab-Scd NotElliptical
549182 Sd-Irr NotElliptical
549216 Sd-Irr NotElliptical
549223 - Elliptical
549251 S0-Sa NotElliptical
549263 Sd-Irr NotElliptical
549289 Sd-Irr NotElliptical
549296 E Elliptical
549313 E Elliptical
549314 Sd-Irr NotElliptical
549343 - Elliptical
549419 Sab-Scd NotElliptical
549482 Sab-Scd NotElliptical
549690 Sd-Irr NotElliptical
549706 - Elliptical
549708 Sd-Irr NotElliptical
549947 Sd-Irr NotElliptical
549980 - Elliptical
550080 Sd-Irr NotElliptical
550086 S0-Sa NotElliptical
550225 - Elliptical
550227 - Elliptical
550315 Sd-Irr NotElliptical
550327 Sab-Scd NotElliptical
550328 Sab-Scd NotElliptical
550330 Sd-Irr NotElliptical
550353 Sab-Scd NotElliptical
550431 LBS LBS
550432 - Elliptical
550535 - Elliptical
550542 Sd-Irr NotElliptical
550582 Sab-Scd NotElliptical
550586 Sd-Irr NotElliptical
550677 Sd-Irr NotElliptical
550703 - Elliptical
550705 - Elliptical
550726 - Elliptical
550741 Sd-Irr NotElliptical
550749 LBS LBS
550750 - Elliptical
550754 - Elliptical
550823 Sd-Irr NotElliptical
551028 Sd-Irr NotElliptical
551061 LBS NotElliptical
551063 Sab-Scd NotElliptical
551064 Sd-Irr NotElliptical
551067 - Elliptical
551068 S0-Sa NotElliptical
551075 - Elliptical
551192 LBS LBS
551194 E Elliptical
551196 LBS NotElliptical
551202 Sab-Scd NotElliptical
551239 LBS LBS
551273 Sd-Irr NotElliptical
551303 Sd-Irr NotElliptical
551345 Sd-Irr NotElliptical
551350 Sd-Irr NotElliptical
551368 E LBS
551454 Sd-Irr NotElliptical
551474 Sd-Irr NotElliptical
551488 Sab-Scd NotElliptical
551496 Sab-Scd NotElliptical
551505 E Elliptical
551576 Sab-Scd NotElliptical
551578 Sd-Irr NotElliptical
551596 Sd-Irr NotElliptical
551598 Sd-Irr NotElliptical
551602 Sd-Irr NotElliptical
551617 Sab-Scd NotElliptical
551619 E Elliptical
551621 LBS NotElliptical
551623 Sd-Irr NotElliptical
551634 Sd-Irr NotElliptical
551636 Sd-Irr NotElliptical
551644 Sd-Irr NotElliptical
551655 S0-Sa NotElliptical
551666 Sd-Irr NotElliptical
551671 Sd-Irr NotElliptical
551672 Sd-Irr NotElliptical
558846 Sab-Scd NotElliptical
558861 Sab-Scd NotElliptical
558887 Sd-Irr NotElliptical
558889 Sab-Scd NotElliptical
558949 - LBS
558972 - Elliptical
559061 Sab-Scd NotElliptical
559067 - Elliptical
559111 Sd-Irr NotElliptical
559114 - Elliptical
559250 - Elliptical
559292 Sd-Irr NotElliptical
559298 Sab-Scd NotElliptical
559300 LBS NotElliptical
559398 - Elliptical
559428 - Elliptical
559477 Sd-Irr NotElliptical
559490 E Elliptical
559495 Sd-Irr NotElliptical
559541 Sd-Irr NotElliptical
559574 Sd-Irr NotElliptical
559584 Sd-Irr NotElliptical
559609 Sd-Irr NotElliptical
559822 Sd-Irr NotElliptical
559879 Sd-Irr NotElliptical
559895 LBS LBS
559953 Sd-Irr NotElliptical
560119 - Elliptical
560208 Sab-Scd NotElliptical
560258 - Elliptical
560275 Sd-Irr NotElliptical
560281 - LBS
560287 - Elliptical
560288 - Elliptical
560295 - Elliptical
560333 Sab-Scd NotElliptical
560337 - Elliptical
560339 - Elliptical
560341 - Elliptical
560355 - Elliptical
560405 Sab-Scd NotElliptical
560406 - Elliptical
560410 - LBS
560445 Sd-Irr NotElliptical
560516 - LBS
560521 - Elliptical
560702 - Elliptical
560718 Sd-Irr NotElliptical
560745 - Elliptical
560779 LBS LBS
560799 - Elliptical
560814 Sd-Irr NotElliptical
560836 - Elliptical
560881 - Elliptical
560918 - Elliptical
560925 - Elliptical
560946 Sd-Irr NotElliptical
560976 - Elliptical
560982 E Elliptical
561017 Sd-Irr NotElliptical
561020 Sab-Scd NotElliptical
561032 - Elliptical
561034 Sd-Irr NotElliptical
561065 Sd-Irr NotElliptical
561077 Sd-Irr NotElliptical
561091 - Elliptical
561143 Sab-Scd NotElliptical
561151 Sd-Irr NotElliptical
561173 Sd-Irr NotElliptical
561270 LBS LBS
561274 - Elliptical
561279 - Elliptical
561493 - Elliptical
561568 - Elliptical
561594 - Elliptical
561595 Sd-Irr NotElliptical
561597 - Elliptical
561635 - Elliptical
561645 - Elliptical
561691 - Elliptical
561785 - Elliptical
561793 - Elliptical
561817 Sd-Irr NotElliptical
561836 - Elliptical
561858 Sd-Irr NotElliptical
561891 Sd-Irr NotElliptical
561951 LBS NotElliptical
567445 S0-Sa NotElliptical
567452 LBS NotElliptical
567464 Sd-Irr NotElliptical
567484 Sd-Irr NotElliptical
567487 Sd-Irr NotElliptical
567498 - Elliptical
567499 Sd-Irr NotElliptical
567500 LBS NotElliptical
567546 LBS LBS
567548 Sd-Irr NotElliptical
567562 Sd-Irr NotElliptical
567572 Sd-Irr NotElliptical
567573 Sd-Irr NotElliptical
567575 - LBS
567586 Sd-Irr NotElliptical
567598 S0-Sa NotElliptical
567621 LBS LBS
567624 Sd-Irr NotElliptical
567625 Sd-Irr NotElliptical
567648 Sd-Irr LBS
567668 Sd-Irr NotElliptical
567676 Sd-Irr NotElliptical
567678 S0-Sa NotElliptical
567682 Sd-Irr NotElliptical
567706 Sd-Irr NotElliptical
567736 Sd-Irr NotElliptical
567750 Sd-Irr NotElliptical
567760 Sd-Irr NotElliptical
567803 - Elliptical
567876 Sd-Irr NotElliptical
567889 - LBS
567900 LBS NotElliptical
567905 LBS NotElliptical
567907 - Elliptical
567977 - Elliptical
567983 Sd-Irr NotElliptical
568050 - Elliptical
568102 Sd-Irr NotElliptical
568104 Sd-Irr NotElliptical
568130 - Elliptical
568133 LBS LBS
568220 - Elliptical
568221 - Elliptical
568222 - Elliptical
568232 Sd-Irr NotElliptical
568242 - Elliptical
568243 - Elliptical
568245 - LBS
568283 Sd-Irr NotElliptical
568290 LBS NotElliptical
568293 LBS LBS
568314 Sd-Irr NotElliptical
568326 Sab-Scd NotElliptical
568353 LBS NotElliptical
568397 - LBS
568439 Sd-Irr NotElliptical
568516 Sd-Irr NotElliptical
568537 Sd-Irr NotElliptical
568545 E Elliptical
568546 Sd-Irr NotElliptical
568549 Sab-Scd NotElliptical
568552 Sd-Irr NotElliptical
568562 LBS LBS
568576 LBS LBS
568583 Sd-Irr NotElliptical
568584 Sd-Irr NotElliptical
568585 Sd-Irr NotElliptical
568593 - LBS
568632 Sd-Irr NotElliptical
568713 - Elliptical
568714 - Elliptical
568723 Sd-Irr NotElliptical
568733 Sd-Irr NotElliptical
568740 Sd-Irr LBS
568750 Sab-Scd NotElliptical
568817 - Elliptical
568832 Sd-Irr NotElliptical
568848 LBS LBS
568849 LBS NotElliptical
568894 Sab-Scd NotElliptical
568905 Sab-Scd NotElliptical
568952 - Elliptical
568991 Sd-Irr NotElliptical
569057 - Elliptical
569133 Sd-Irr NotElliptical
569139 - Elliptical
569167 Sd-Irr NotElliptical
569180 Sab-Scd LBS
569192 Sd-Irr NotElliptical
569203 Sd-Irr NotElliptical
569254 Sd-Irr NotElliptical
569418 - Elliptical
569433 Sab-Scd NotElliptical
569439 - Elliptical
569457 S0-Sa NotElliptical
569467 - Elliptical
569515 Sd-Irr NotElliptical
569518 Sd-Irr NotElliptical
569543 Sd-Irr NotElliptical
569555 S0-Sa NotElliptical
569611 Sd-Irr NotElliptical
569617 - Elliptical
569816 Sd-Irr NotElliptical
569842 Sab-Scd NotElliptical
569909 Sd-Irr NotElliptical
569932 Sab-Scd NotElliptical
569964 Sab-Scd NotElliptical
569965 Sd-Irr NotElliptical
570028 - LBS
570033 Sab-Scd NotElliptical
570072 Sd-Irr NotElliptical
570073 Sd-Irr NotElliptical
570090 Sab-Scd NotElliptical
570110 Sab-Scd NotElliptical
570114 Sd-Irr NotElliptical
570119 Sab-Scd NotElliptical
570141 Sd-Irr NotElliptical
570174 Sd-Irr NotElliptical
570177 LBS NotElliptical
570181 LBS LBS
570193 Sd-Irr NotElliptical
570194 Sd-Irr NotElliptical
570203 E Elliptical
570206 S0-Sa NotElliptical
570209 LBS LBS
570212 LBS LBS
570213 S0-Sa NotElliptical
570214 E Elliptical
570222 Sd-Irr NotElliptical
570227 S0-Sa NotElliptical
570230 Sd-Irr NotElliptical
570233 Sd-Irr NotElliptical
570239 Sd-Irr NotElliptical
570252 Sd-Irr NotElliptical
570326 Sd-Irr NotElliptical
570363 - Elliptical
570364 Sab-Scd NotElliptical
570366 - Elliptical
572402 S0-Sa NotElliptical
572404 Sd-Irr NotElliptical
573585 LBS NotElliptical
573586 Sab-Scd NotElliptical
573590 Sd-Irr NotElliptical
573610 LBS LBS
573617 S0-Sa NotElliptical
573620 Sab-Scd NotElliptical
573621 Sab-Scd NotElliptical
573625 Sab-Scd NotElliptical
573641 Sd-Irr NotElliptical
573682 Sd-Irr NotElliptical
573703 Sd-Irr NotElliptical
573709 Sd-Irr NotElliptical
573736 Sab-Scd NotElliptical
573740 Sab-Scd NotElliptical
573755 Sd-Irr NotElliptical
573756 Sd-Irr NotElliptical
573776 Sab-Scd NotElliptical
573797 Sab-Scd NotElliptical
573872 Sd-Irr NotElliptical
573906 Sd-Irr NotElliptical
573915 Sab-Scd NotElliptical
573921 S0-Sa NotElliptical
573965 Sd-Irr NotElliptical
573987 Sd-Irr NotElliptical
573998 - Elliptical
573999 Sd-Irr NotElliptical
574008 Sab-Scd NotElliptical
574029 Sab-Scd NotElliptical
574104 Sab-Scd NotElliptical
574122 Sab-Scd NotElliptical
574193 Sd-Irr NotElliptical
574200 Sab-Scd NotElliptical
574258 - Elliptical
574265 LBS LBS
574285 S0-Sa NotElliptical
574290 Sd-Irr NotElliptical
574310 Sd-Irr NotElliptical
574313 Sd-Irr NotElliptical
574360 Sab-Scd NotElliptical
574386 E LBS
574394 Sd-Irr NotElliptical
574423 E Elliptical
574424 - Elliptical
574502 Sab-Scd NotElliptical
574552 LBS LBS
574572 LBS LBS
574679 Sd-Irr NotElliptical
574689 Sab-Scd NotElliptical
574691 - Elliptical
574692 Sab-Scd NotElliptical
574696 Sd-Irr NotElliptical
574702 Sd-Irr NotElliptical
574905 Sd-Irr NotElliptical
575039 - LBS
575097 Sd-Irr NotElliptical
575128 Sd-Irr NotElliptical
575237 - Elliptical
575267 LBS NotElliptical
575268 - Elliptical
575339 E Elliptical
575342 Sab-Scd NotElliptical
575382 S0-Sa NotElliptical
575411 E Elliptical
575412 E Elliptical
575423 Sd-Irr NotElliptical
575584 - Elliptical
575587 E Elliptical
575623 LBS LBS
575625 Sab-Scd NotElliptical
575670 Sd-Irr NotElliptical
575671 - Elliptical
583357 Sd-Irr NotElliptical
583374 Sd-Irr NotElliptical
583411 LBS LBS
583427 S0-Sa NotElliptical
583432 LBS NotElliptical
583443 Sd-Irr NotElliptical
583508 Sd-Irr NotElliptical
583551 Sd-Irr NotElliptical
583576 - LBS
583618 Sd-Irr NotElliptical
583631 Sd-Irr NotElliptical
583637 Sab-Scd NotElliptical
583682 - Elliptical
583716 Sd-Irr NotElliptical
583723 - Elliptical
583744 LBS LBS
583911 - LBS
583929 Sd-Irr NotElliptical
583983 Sd-Irr NotElliptical
584013 S0-Sa NotElliptical
584043 Sd-Irr NotElliptical
584050 - Elliptical
584210 Sd-Irr NotElliptical
584388 - LBS
584511 - LBS
584648 - Elliptical
584666 - LBS
584682 - Elliptical
584683 - Elliptical
584719 - Elliptical
584723 - Elliptical
584807 LBS NotElliptical
584830 - LBS
584990 - Elliptical
585000 - Elliptical
585035 Sab-Scd NotElliptical
585121 Sab-Scd NotElliptical
585127 LBS NotElliptical
585196 - Elliptical
585215 - Elliptical
585216 - Elliptical
585218 - LBS
585231 Sab-Scd NotElliptical
585314 Sab-Scd NotElliptical
585359 Sab-Scd NotElliptical
585420 Sd-Irr NotElliptical
585422 Sab-Scd NotElliptical
585432 - Elliptical
585501 - Elliptical
585561 E LBS
585584 S0-Sa NotElliptical
585624 - Elliptical
585659 Sab-Scd NotElliptical
585694 LBS NotElliptical
585698 - Elliptical
585750 - Elliptical
585755 Sab-Scd NotElliptical
586321 E Elliptical
586326 Sd-Irr NotElliptical
586330 S0-Sa NotElliptical
586419 Sd-Irr NotElliptical
586494 Sab-Scd NotElliptical
592189 Sd-Irr NotElliptical
592209 Sd-Irr NotElliptical
592216 Sd-Irr NotElliptical
592234 Sd-Irr NotElliptical
592237 LBS NotElliptical
592247 Sab-Scd NotElliptical
592272 - Elliptical
592275 E Elliptical
592285 Sd-Irr NotElliptical
592313 Sd-Irr NotElliptical
592359 Sd-Irr NotElliptical
592360 Sd-Irr NotElliptical
592361 Sd-Irr NotElliptical
592384 E Elliptical
592401 Sab-Scd NotElliptical
592402 Sd-Irr NotElliptical
592418 S0-Sa NotElliptical
592419 S0-Sa NotElliptical
592421 Sab-Scd NotElliptical
592425 - Elliptical
592430 - Elliptical
592447 Sd-Irr NotElliptical
592466 Sab-Scd NotElliptical
592478 Sd-Irr LBS
592494 Sd-Irr NotElliptical
592517 LBS LBS
592542 Sd-Irr NotElliptical
592549 - LBS
592593 Sd-Irr NotElliptical
592616 Sab-Scd NotElliptical
592621 Sab-Scd NotElliptical
592655 Sd-Irr NotElliptical
592665 E Elliptical
592666 E Elliptical
592690 Sd-Irr NotElliptical
592711 Sd-Irr NotElliptical
592712 Sd-Irr NotElliptical
592715 Sd-Irr NotElliptical
592808 - Elliptical
592818 Sd-Irr NotElliptical
592835 Sab-Scd NotElliptical
592858 S0-Sa NotElliptical
592860 Sab-Scd NotElliptical
592863 Sd-Irr NotElliptical
592872 Sd-Irr NotElliptical
592876 Sab-Scd NotElliptical
592881 - Elliptical
592885 LBS NotElliptical
592886 LBS NotElliptical
592909 - Elliptical
592915 E Elliptical
592917 Sab-Scd NotElliptical
592918 - LBS
592919 Sab-Scd NotElliptical
592988 Sd-Irr NotElliptical
592998 S0-Sa NotElliptical
592999 S0-Sa NotElliptical
593003 LBS LBS
593008 E Elliptical
593010 Sd-Irr NotElliptical
593011 Sd-Irr NotElliptical
593033 Sd-Irr NotElliptical
593036 Sd-Irr NotElliptical
593074 - LBS
593075 Sd-Irr NotElliptical
593114 Sab-Scd NotElliptical
593117 Sab-Scd NotElliptical
593119 Sd-Irr NotElliptical
593142 - LBS
593143 LBS LBS
593144 Sd-Irr NotElliptical
593182 Sd-Irr NotElliptical
593215 - Elliptical
593298 - LBS
593324 Sd-Irr NotElliptical
593353 Sd-Irr NotElliptical
593356 Sd-Irr NotElliptical
593357 - Elliptical
593387 S0-Sa NotElliptical
593388 Sd-Irr NotElliptical
593487 Sd-Irr NotElliptical
593526 Sab-Scd NotElliptical
593527 LBS LBS
593542 LBS NotElliptical
593587 Sd-Irr NotElliptical
593588 Sab-Scd NotElliptical
593616 Sd-Irr NotElliptical
593639 - Elliptical
593642 S0-Sa NotElliptical
593645 Sab-Scd NotElliptical
593674 - Elliptical
593680 Sab-Scd NotElliptical
593682 Sd-Irr NotElliptical
593692 - Elliptical
593708 Sd-Irr NotElliptical
593729 - LBS
593785 Sd-Irr NotElliptical
593796 - Elliptical
593807 - Elliptical
593814 - Elliptical
593883 - Elliptical
593928 Sd-Irr NotElliptical
593955 Sd-Irr NotElliptical
593973 Sab-Scd NotElliptical
594038 Sd-Irr NotElliptical
594040 Sd-Irr NotElliptical
594049 E Elliptical
594059 Sab-Scd NotElliptical
594063 - Elliptical
594111 Sd-Irr NotElliptical
594113 Sab-Scd LBS
594265 Sd-Irr NotElliptical
594302 Sd-Irr NotElliptical
594312 Sd-Irr NotElliptical
594313 S0-Sa NotElliptical
594364 Sd-Irr NotElliptical
594392 LBS NotElliptical
594420 Sd-Irr NotElliptical
594476 Sd-Irr NotElliptical
594536 Sd-Irr NotElliptical
594538 Sd-Irr NotElliptical
594609 LBS LBS
594674 Sd-Irr NotElliptical
594691 Sd-Irr NotElliptical
594703 Sd-Irr NotElliptical
594723 Sd-Irr NotElliptical
594731 Sd-Irr NotElliptical
594750 Sd-Irr NotElliptical
594754 Sd-Irr NotElliptical
594785 LBS NotElliptical
594834 S0-Sa NotElliptical
594841 - Elliptical
594885 Sd-Irr NotElliptical
594906 S0-Sa NotElliptical
594907 Sd-Irr LBS
594917 E LBS
594918 Sd-Irr NotElliptical
594927 Sd-Irr NotElliptical
594932 Sab-Scd NotElliptical
594933 - Elliptical
594935 Sd-Irr NotElliptical
594945 Sd-Irr NotElliptical
594946 S0-Sa NotElliptical
594961 E Elliptical
594962 S0-Sa NotElliptical
594964 Sd-Irr NotElliptical
594966 Sab-Scd NotElliptical
594967 Sd-Irr NotElliptical
594970 Sd-Irr NotElliptical
594986 Sab-Scd NotElliptical
594990 Sab-Scd NotElliptical
594992 E Elliptical
595005 Sd-Irr NotElliptical
595026 LBS NotElliptical
595027 Sd-Irr NotElliptical
595043 Sd-Irr NotElliptical
595060 Sab-Scd NotElliptical
595084 Sd-Irr NotElliptical
595088 Sab-Scd NotElliptical
595118 Sd-Irr NotElliptical
598900 Sd-Irr NotElliptical
598929 - Elliptical
598947 - Elliptical
598948 - Elliptical
598966 - Elliptical
598968 Sab-Scd NotElliptical
599000 - Elliptical
599076 - Elliptical
599077 LBS LBS
599095 Sd-Irr NotElliptical
599134 Sd-Irr NotElliptical
599290 Sd-Irr NotElliptical
599329 LBS LBS
599365 Sd-Irr NotElliptical
599471 Sab-Scd NotElliptical
599579 S0-Sa NotElliptical
599591 Sd-Irr NotElliptical
599689 S0-Sa NotElliptical
599705 Sd-Irr NotElliptical
599726 Sd-Irr NotElliptical
599764 Sd-Irr NotElliptical
599819 Sd-Irr NotElliptical
599834 E Elliptical
599838 E Elliptical
599839 Sab-Scd NotElliptical
599842 LBS NotElliptical
599846 Sab-Scd NotElliptical
599857 Sd-Irr NotElliptical
599862 Sd-Irr NotElliptical
599873 Sd-Irr NotElliptical
599875 Sab-Scd NotElliptical
599877 S0-Sa NotElliptical
599879 Sd-Irr NotElliptical
599917 Sd-Irr NotElliptical
599963 Sd-Irr NotElliptical
599980 Sd-Irr NotElliptical
600024 Sab-Scd NotElliptical
600026 Sab-Scd NotElliptical
600122 Sd-Irr NotElliptical
600259 - LBS
600268 Sd-Irr NotElliptical
600312 LBS LBS
600417 Sab-Scd NotElliptical
600419 Sab-Scd NotElliptical
600421 S0-Sa NotElliptical
600424 Sd-Irr NotElliptical
600437 Sab-Scd NotElliptical
600446 E Elliptical
600464 LBS LBS
600501 E Elliptical
600564 E Elliptical
600595 LBS NotElliptical
600597 Sd-Irr NotElliptical
600629 Sd-Irr NotElliptical
600646 Sd-Irr NotElliptical
600677 - Elliptical
600682 Sab-Scd NotElliptical
600703 Sd-Irr NotElliptical
600743 - Elliptical
600782 - Elliptical
600882 E Elliptical
600915 E Elliptical
600916 Sab-Scd NotElliptical
600929 E Elliptical
600932 Sd-Irr NotElliptical
600968 S0-Sa NotElliptical
600969 Sd-Irr NotElliptical
600973 E Elliptical
